time,x,y,z,vx,vy,vz,fx,fy,fz,kinetic_energy,displacement
0.1520000072196126,0.000310492,0.0003172456,-14.924335,0.0040086685,0.0041065607,0.49563015,0.8867115,0.8829758,-1.0030068,4.8030863,0.07566678
0.15300000726711005,0.00031453595,0.00032138953,-14.923839,0.00403219,0.0041314755,0.49560177,0.9196973,0.9741687,-1.1098247,4.802544,0.07616271
0.1540000073146075,0.00031861232,0.00032556153,-14.923343,0.0040616468,0.004158501,0.4955761,1.1517581,1.0566987,-1.0035291,4.802056,0.07665865
0.15500000736210495,0.0003227184,0.00032976427,-14.922847,0.004091257,0.0041879835,0.49554792,1.1577694,1.1527699,-1.1020818,4.801519,0.077154584
0.1560000074096024,0.0003268529,0.00033399896,-14.922351,0.004120079,0.0042191166,0.49552256,1.1269178,1.2173067,-0.99199444,4.801038,0.077650525
0.15700000745709985,0.00033101172,0.00033825616,-14.921855,0.0041459105,0.0042444933,0.49549475,1.0100148,0.99222064,-1.0875552,4.8005075,0.07814646
0.1580000075045973,0.00033519426,0.0003425428,-14.921359,0.0041703302,0.0042725825,0.49546495,0.9548087,1.0982927,-1.1648452,4.7999387,0.0786424
0.15900000755209476,0.00033940832,0.0003468586,-14.920863,0.0041994853,0.0043013897,0.49543613,1.1399561,1.1263642,-1.127198,4.79939,0.07913834
0.1600000075995922,0.00034364787,0.00035120393,-14.920368,0.0042262007,0.0043306723,0.49540648,1.0445685,1.1449434,-1.1598244,4.798825,0.07963332
0.16100000764708966,0.00034790873,0.0003555772,-14.919873,0.004249307,0.004359093,0.49537647,0.9034528,1.1112438,-1.1729243,4.798252,0.080128305
0.1620000076945871,0.00035220172,0.00035997934,-14.919378,0.0042784335,0.004387769,0.49534693,1.1388571,1.1212339,-1.1551616,4.79769,0.08062329
0.16300000774208456,0.00035651962,0.00036440472,-14.918883,0.0043047536,0.0044128513,0.49531686,1.0291203,0.98072094,-1.1752466,4.7971163,0.08111828
0.16400000778958201,0.00036086192,0.0003688523,-14.918388,0.004329791,0.0044360105,0.49528882,0.97894865,0.90552354,-1.0964451,4.7965813,0.081613265
0.16500000783707947,0.0003652253,0.00037332773,-14.917893,0.004352191,0.00446228,0.49525958,0.8758407,1.0271294,-1.142682,4.7960234,0.08210825
0.16600000788457692,0.00036961623,0.00037783364,-14.917398,0.0043780147,0.004491358,0.4952295,1.0097089,1.1369522,-1.1752151,4.7954507,0.08260324
0.16700000793207437,0.0003740365,0.00038236738,-14.9169035,0.004406162,0.0045196144,0.49520242,1.1005572,1.1048242,-1.0597268,4.794936,0.083098225
0.16800000797957182,0.00037847986,0.00038692844,-14.916409,0.0044309697,0.004547249,0.49517623,0.9699716,1.0805234,-1.0238949,4.794438,0.08359321
0.16900000802706927,0.00038295126,0.00039152225,-14.915914,0.004457934,0.0045782872,0.49514908,1.0542936,1.2135984,-1.0618048,4.7939224,0.0840882
0.17000000807456672,0.00038745056,0.00039614376,-14.915419,0.004485497,0.0046070977,0.49512354,1.0777036,1.1264945,-0.9988281,4.7934384,0.084583186
